department,education,gender,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted,sum_metric,total_score
4,2,1,2,29,4.0,4,1,0,59,0,5.0,118
0,3,1,1,32,5.0,10,1,0,88,0,6.0,88
7,2,1,1,38,1.0,4,1,0,49,0,2.0,49
7,2,0,1,32,5.0,2,0,0,48,0,5.0,48
4,3,1,1,38,5.0,6,0,0,79,1,5.0,79
5,2,1,1,36,1.0,9,0,0,68,0,1.0,68
7,2,1,1,29,1.0,4,0,0,48,0,1.0,48
0,2,1,1,45,5.0,12,0,0,85,0,5.0,85
3,2,1,1,37,3.0,7,1,0,59,0,4.0,59
4,2,1,1,50,3.0,8,0,0,57,0,3.0,57
7,2,1,1,29,5.0,5,0,0,47,0,5.0,47
7,3,1,1,30,2.0,7,0,0,49,0,2.0,49
7,2,1,1,31,3.0,2,1,0,50,0,4.0,50
7,3,1,1,36,1.0,4,0,0,48,0,1.0,48
4,2,1,4,26,3.0,1,0,0,59,0,3.0,236
8,2,1,1,30,3.0,6,0,0,81,1,3.0,81
7,2,1,1,39,1.0,3,0,0,53,0,1.0,53
7,3,0,1,57,4.0,30,0,0,50,0,4.0,50
0,2,1,1,33,3.0,4,1,0,82,1,4.0,82
4,2,1,2,37,3.0,8,0,0,62,0,3.0,124
7,2,1,1,31,2.0,6,0,0,55,0,2.0,55
4,2,1,1,46,5.0,9,0,1,89,1,6.0,89
4,2,0,1,31,3.0,1,0,0,61,0,3.0,61
7,2,1,1,36,3.0,9,0,0,51,0,3.0,51
1,3,1,1,35,4.0,8,1,0,63,0,5.0,63
7,2,1,1,29,1.0,3,0,0,51,0,1.0,51
4,2,0,1,39,3.0,5,1,0,58,1,4.0,58
7,2,1,1,35,1.0,6,0,0,52,0,1.0,52
4,2,1,1,30,3.0,7,0,0,55,0,3.0,55
7,2,1,1,39,5.0,4,0,0,50,0,5.0,50
0,2,1,2,30,3.0,5,0,0,86,1,3.0,172
2,2,1,1,30,3.0,3,0,0,55,0,3.0,55
0,2,1,1,28,4.0,2,0,0,82,0,4.0,82
7,2,1,1,49,5.0,5,0,0,49,0,5.0,49
4,2,0,1,30,5.0,6,0,0,60,0,5.0,60
8,2,0,1,57,1.0,29,0,0,81,0,1.0,81
8,3,0,2,32,1.0,6,0,0,83,0,1.0,166
7,2,1,1,29,2.0,5,0,0,45,0,2.0,45
4,3,0,1,43,3.0,15,0,0,59,0,3.0,59
2,2,0,1,31,3.0,4,0,0,49,0,3.0,49
7,2,0,1,24,3.0,1,0,0,50,0,3.0,50
7,3,0,1,31,1.0,3,0,0,52,0,1.0,52
0,2,1,1,30,4.0,5,0,0,82,0,4.0,82
5,3,0,1,38,5.0,3,0,0,68,0,5.0,68
4,2,1,1,30,3.0,2,0,0,56,0,3.0,56
7,2,1,2,35,3.0,3,0,0,41,0,3.0,82
5,3,0,2,48,3.0,11,0,0,69,0,3.0,138
8,3,1,2,42,5.0,12,1,0,81,0,6.0,162
3,2,1,1,38,3.0,6,1,1,60,0,5.0,60
8,2,1,2,27,4.0,4,0,0,79,0,4.0,158
8,3,0,1,42,5.0,12,1,0,77,1,6.0,77
5,2,1,2,30,1.0,5,1,0,67,0,2.0,134
5,2,1,2,34,3.0,2,0,0,67,0,3.0,134
5,3,0,1,35,3.0,10,0,0,67,0,3.0,67
0,2,1,1,26,3.0,2,0,0,85,1,3.0,85
7,2,1,1,35,5.0,9,1,0,50,0,6.0,50
4,3,0,1,31,4.0,6,0,0,59,0,4.0,59
4,2,1,1,34,4.0,5,0,0,53,0,4.0,53
8,2,1,1,24,3.0,1,0,0,84,0,3.0,84
0,2,0,1,27,4.0,5,0,0,86,0,4.0,86
4,2,1,1,33,4.0,7,1,0,61,0,5.0,61
1,3,1,2,43,3.0,5,1,0,61,0,4.0,122
5,3,0,1,35,3.0,10,0,0,67,0,3.0,67
8,2,0,1,30,4.0,5,1,0,80,0,5.0,80
0,2,1,3,31,3.0,6,1,0,86,0,4.0,258
8,2,0,1,28,3.0,3,0,0,79,0,3.0,79
5,2,0,1,32,3.0,8,0,0,73,0,3.0,73
4,2,1,1,48,2.0,7,0,0,56,0,2.0,56
4,2,0,1,36,3.0,5,0,0,57,0,3.0,57
0,2,1,1,27,3.0,1,1,0,87,0,4.0,87
7,2,0,1,34,3.0,3,0,0,47,0,3.0,47
4,2,1,1,31,1.0,6,0,0,55,0,1.0,55
0,2,1,2,35,5.0,8,1,0,83,0,6.0,166
8,2,1,4,32,3.0,9,0,0,76,0,3.0,304
0,2,1,1,28,3.0,1,0,0,86,0,3.0,86
5,2,0,1,35,4.0,2,1,0,70,0,5.0,70
5,3,0,1,43,4.0,5,0,0,66,0,4.0,66
7,2,1,1,32,3.0,4,0,0,49,0,3.0,49
5,2,1,1,28,3.0,5,1,0,68,0,4.0,68
5,3,0,1,36,5.0,10,1,0,70,0,6.0,70
8,2,1,1,34,3.0,3,1,1,75,1,5.0,75
8,2,0,1,35,3.0,7,0,0,89,1,3.0,89
8,3,0,2,49,1.0,3,1,0,77,0,2.0,154
7,2,1,1,59,3.0,4,1,0,51,1,4.0,51
7,2,1,1,29,3.0,1,0,0,51,0,3.0,51
4,2,1,1,36,3.0,7,1,0,62,0,4.0,62
8,3,1,1,42,2.0,6,0,0,81,0,2.0,81
2,2,1,1,32,1.0,3,1,0,51,0,2.0,51
4,2,1,1,42,4.0,11,0,0,59,0,4.0,59
6,3,0,1,36,3.0,7,0,0,90,0,3.0,90
5,2,0,1,47,4.0,14,0,0,74,0,4.0,74
7,2,1,1,36,4.0,2,1,0,50,0,5.0,50
5,3,0,1,44,5.0,5,1,0,74,0,6.0,74
7,2,1,2,31,4.0,4,0,0,46,0,4.0,92
2,2,0,1,30,4.0,3,1,0,50,0,5.0,50
0,3,1,1,34,3.0,3,0,0,85,0,3.0,85
5,3,0,1,39,3.0,7,1,0,72,1,4.0,72
4,2,1,1,27,4.0,2,1,0,58,0,5.0,58
5,3,1,1,43,4.0,4,0,0,66,0,4.0,66
7,2,1,1,29,4.0,4,0,0,45,0,4.0,45
1,2,0,1,45,3.0,3,0,0,55,0,3.0,55
7,2,1,1,36,4.0,4,1,0,46,0,5.0,46
4,2,1,1,32,5.0,4,1,0,59,0,6.0,59
5,2,1,1,41,5.0,7,1,1,72,1,7.0,72
4,3,1,1,41,3.0,2,1,1,58,0,5.0,58
4,2,0,1,34,5.0,9,1,0,64,0,6.0,64
7,3,1,1,36,4.0,7,0,0,48,0,4.0,48
8,2,1,1,37,4.0,2,0,0,81,0,4.0,81
7,3,1,1,45,3.0,7,1,0,46,0,4.0,46
0,2,1,2,27,3.0,1,0,0,87,0,3.0,174
7,3,1,1,40,3.0,7,0,0,46,0,3.0,46
5,2,0,1,37,3.0,5,1,0,74,0,4.0,74
8,1,1,2,24,3.0,2,1,0,82,0,4.0,164
7,2,0,1,31,4.0,4,0,0,48,0,4.0,48
7,2,1,2,36,3.0,3,0,0,54,0,3.0,108
7,3,1,1,34,5.0,9,1,0,50,1,6.0,50
0,3,1,1,42,3.0,5,1,0,82,1,4.0,82
4,2,0,1,34,5.0,8,0,0,60,0,5.0,60
8,3,0,1,35,3.0,3,0,0,74,0,3.0,74
7,3,1,1,38,3.0,2,0,0,46,0,3.0,46
8,2,0,1,31,3.0,5,1,0,79,0,4.0,79
4,2,1,3,47,5.0,4,1,0,63,0,6.0,189
4,2,1,1,38,4.0,7,1,0,61,0,5.0,61
7,2,0,1,31,5.0,3,1,0,53,0,6.0,53
7,2,1,1,28,2.0,2,0,0,48,0,2.0,48
4,2,0,1,36,5.0,5,1,0,65,0,6.0,65
7,2,1,1,49,2.0,15,0,0,53,0,2.0,53
4,2,1,1,30,5.0,5,1,0,60,0,6.0,60
1,3,1,1,35,3.0,7,0,0,62,0,3.0,62
4,3,1,1,33,4.0,4,0,0,59,0,4.0,59
7,2,1,1,32,2.0,7,0,0,47,0,2.0,47
7,2,1,1,33,2.0,8,0,0,49,0,2.0,49
0,2,1,1,29,3.0,1,0,0,85,0,3.0,85
0,2,1,2,28,5.0,5,0,0,83,1,5.0,166
7,3,1,1,33,1.0,3,0,0,49,0,1.0,49
4,2,1,2,55,5.0,18,0,0,71,1,5.0,142
0,2,0,2,28,3.0,1,1,0,85,1,4.0,170
1,3,1,2,37,3.0,4,0,0,59,0,3.0,118
2,3,0,1,34,4.0,4,0,0,54,0,4.0,54
8,2,1,1,32,3.0,9,0,0,76,0,3.0,76
5,2,1,1,31,4.0,4,0,0,71,0,4.0,71
4,2,0,1,55,3.0,8,0,0,59,0,3.0,59
4,2,1,1,40,3.0,5,1,0,54,0,4.0,54
5,3,0,1,47,3.0,17,0,0,67,0,3.0,67
7,2,1,1,40,1.0,3,0,0,56,0,1.0,56
8,3,1,1,42,3.0,5,0,0,81,1,3.0,81
4,3,1,1,34,1.0,7,0,0,62,0,1.0,62
4,2,0,1,30,3.0,2,0,0,63,0,3.0,63
0,3,1,1,39,3.0,10,1,0,87,0,4.0,87
8,2,1,2,24,3.0,1,0,0,77,0,3.0,154
4,2,0,1,30,5.0,5,1,0,56,0,6.0,56
5,2,0,1,50,3.0,3,1,0,65,0,4.0,65
2,2,1,1,29,3.0,6,0,0,54,0,3.0,54
7,3,0,1,31,3.0,6,0,0,54,0,3.0,54
5,3,0,1,35,4.0,7,0,0,73,0,4.0,73
4,2,0,1,41,5.0,7,0,0,61,0,5.0,61
7,2,1,2,23,3.0,2,1,0,51,1,4.0,102
7,2,1,2,34,3.0,8,0,0,49,0,3.0,98
7,3,0,1,50,5.0,6,0,0,52,0,5.0,52
7,2,1,2,28,3.0,5,0,0,54,0,3.0,108
5,2,1,4,27,4.0,4,1,0,73,0,5.0,292
7,3,1,1,35,4.0,8,0,0,50,0,4.0,50
4,2,1,1,49,3.0,2,1,0,60,0,4.0,60
7,2,0,1,33,2.0,5,0,0,55,0,2.0,55
8,2,0,1,26,5.0,3,1,0,79,1,6.0,79
7,2,1,1,32,1.0,4,0,0,49,0,1.0,49
7,2,1,1,27,3.0,1,1,0,50,0,4.0,50
8,2,1,1,28,3.0,3,0,0,81,0,3.0,81
0,2,1,2,32,5.0,6,1,0,82,0,6.0,164
5,2,1,1,41,4.0,12,0,0,70,0,4.0,70
8,3,1,2,37,2.0,8,0,0,82,0,2.0,164
5,3,1,1,36,3.0,8,0,0,71,0,3.0,71
5,2,1,1,26,3.0,2,0,0,69,0,3.0,69
7,2,0,2,31,1.0,4,0,0,51,0,1.0,102
5,3,0,1,38,3.0,10,1,0,63,0,4.0,63
4,2,0,1,31,4.0,2,0,0,62,0,4.0,62
5,2,1,1,31,5.0,4,1,0,72,0,6.0,72
0,2,1,2,30,3.0,5,0,0,89,0,3.0,178
5,2,1,1,29,3.0,1,0,0,70,0,3.0,70
5,3,1,2,34,3.0,8,0,0,70,0,3.0,140
7,2,1,1,27,2.0,2,0,0,47,0,2.0,47
5,2,1,4,30,2.0,2,0,0,68,0,2.0,272
7,2,1,1,34,4.0,3,1,0,46,0,5.0,46
3,3,1,1,44,5.0,4,0,0,62,0,5.0,62
0,2,1,2,25,3.0,1,0,0,89,0,3.0,178
7,2,0,1,20,3.0,1,0,0,48,0,3.0,48
4,3,0,1,49,3.0,6,0,0,60,0,3.0,60
8,2,0,1,37,3.0,8,0,0,79,0,3.0,79
4,2,1,1,45,5.0,6,1,0,53,0,6.0,53
8,2,0,1,28,3.0,1,0,0,80,0,3.0,80
2,2,1,1,47,4.0,8,1,0,48,0,5.0,48
5,2,0,1,32,3.0,7,0,0,69,0,3.0,69
7,2,1,1,50,3.0,17,1,0,51,0,4.0,51
4,2,1,1,34,5.0,8,0,0,60,0,5.0,60
4,2,1,1,28,3.0,1,1,0,58,0,4.0,58
1,2,1,1,39,5.0,5,1,0,57,0,6.0,57
7,3,1,1,36,5.0,9,1,0,51,0,6.0,51
4,2,1,1,27,3.0,1,1,0,59,0,4.0,59
0,3,1,2,30,3.0,5,0,0,85,0,3.0,170
8,2,1,2,32,3.0,7,0,0,81,0,3.0,162
4,2,1,3,29,4.0,4,1,0,56,1,5.0,168
1,2,1,1,27,3.0,3,0,0,58,0,3.0,58
2,1,1,1,20,3.0,2,0,0,45,0,3.0,45
5,2,1,1,25,5.0,3,1,0,70,0,6.0,70
2,2,0,1,35,4.0,10,0,0,49,0,4.0,49
4,2,1,1,50,1.0,18,0,0,61,0,1.0,61
5,3,0,1,41,3.0,6,0,0,67,0,3.0,67
7,2,1,1,28,3.0,1,0,0,67,1,3.0,67
2,3,1,1,54,2.0,23,0,0,49,0,2.0,49
4,3,1,2,35,3.0,7,1,0,58,0,4.0,116
4,2,1,2,38,5.0,5,1,0,60,0,6.0,120
0,2,1,1,31,3.0,9,0,0,81,0,3.0,81
5,2,0,2,34,4.0,5,0,0,68,0,4.0,136
5,2,0,2,26,1.0,2,0,0,68,0,1.0,136
8,2,0,1,34,4.0,3,1,0,79,1,5.0,79
7,2,1,1,27,3.0,2,1,1,96,1,5.0,96
7,2,0,1,32,4.0,8,0,0,63,1,4.0,63
5,3,0,1,34,5.0,5,1,0,69,0,6.0,69
8,2,0,1,30,3.0,1,0,0,79,0,3.0,79
7,3,1,1,46,3.0,4,0,0,55,0,3.0,55
4,2,1,1,41,5.0,13,0,0,57,0,5.0,57
7,2,0,1,38,3.0,4,0,0,48,0,3.0,48
7,2,1,1,30,3.0,1,0,0,49,0,3.0,49
7,2,1,1,60,4.0,6,0,0,52,0,4.0,52
7,2,1,1,30,2.0,4,0,0,60,1,2.0,60
7,2,1,1,29,3.0,5,0,0,48,0,3.0,48
7,2,1,1,22,2.0,2,0,0,50,0,2.0,50
5,2,0,1,29,5.0,5,1,0,71,1,6.0,71
5,2,1,3,29,3.0,3,0,0,63,0,3.0,189
7,2,1,1,41,5.0,3,1,0,48,1,6.0,48
4,2,1,1,57,3.0,16,0,0,61,0,3.0,61
8,2,1,1,30,3.0,1,1,0,84,1,4.0,84
5,2,1,1,30,1.0,6,0,0,70,0,1.0,70
7,2,1,1,51,3.0,17,0,0,47,0,3.0,47
4,2,1,1,47,4.0,9,0,0,60,0,4.0,60
8,2,0,1,47,3.0,4,0,0,79,0,3.0,79
7,3,1,1,48,1.0,17,0,1,48,0,2.0,48
4,2,0,1,27,1.0,4,0,0,57,0,1.0,57
1,2,1,2,28,3.0,1,0,0,58,0,3.0,116
2,2,0,1,31,2.0,6,0,0,49,0,2.0,49
5,2,0,2,28,3.0,1,0,0,67,0,3.0,134
8,3,0,1,34,3.0,3,1,0,80,0,4.0,80
7,2,1,1,31,3.0,6,1,1,44,1,5.0,44
0,2,1,1,27,3.0,1,0,0,82,0,3.0,82
7,2,0,1,32,3.0,4,0,0,49,0,3.0,49
7,2,1,1,26,3.0,2,0,0,51,0,3.0,51
0,2,1,1,30,3.0,5,0,0,84,0,3.0,84
7,3,1,3,39,3.0,9,0,0,53,0,3.0,159
0,2,1,1,31,3.0,4,0,0,87,0,3.0,87
7,3,1,1,44,5.0,3,0,0,43,0,5.0,43
8,3,1,1,48,3.0,18,0,0,80,0,3.0,80
2,3,0,1,53,3.0,18,1,0,46,0,4.0,46
1,2,1,1,30,4.0,4,1,0,62,0,5.0,62
8,2,1,1,38,1.0,12,0,0,81,0,1.0,81
0,2,1,1,33,3.0,5,0,0,89,0,3.0,89
7,3,1,1,49,5.0,7,0,0,49,0,5.0,49
2,3,0,1,42,2.0,5,0,0,47,0,2.0,47
7,2,1,1,35,1.0,3,1,0,46,0,2.0,46
2,3,0,1,41,3.0,4,0,0,50,0,3.0,50
2,2,1,1,43,3.0,2,0,0,45,0,3.0,45
7,2,1,1,30,5.0,6,1,0,44,0,6.0,44
8,2,1,1,30,1.0,4,0,0,81,0,1.0,81
5,2,0,1,30,3.0,3,0,0,71,0,3.0,71
5,2,1,1,30,1.0,4,0,0,85,1,1.0,85
7,2,1,1,38,5.0,3,0,0,63,1,5.0,63
0,2,1,1,27,4.0,3,1,0,83,0,5.0,83
6,2,0,1,32,4.0,3,1,0,85,0,5.0,85
7,3,1,1,38,5.0,10,0,0,42,0,5.0,42
7,2,1,1,35,4.0,10,0,0,47,0,4.0,47
5,2,1,2,31,4.0,6,0,0,74,0,4.0,148
4,3,1,1,37,3.0,6,1,0,61,0,4.0,61
7,2,0,1,51,2.0,24,0,0,48,0,2.0,48
7,2,1,1,45,5.0,5,0,0,48,0,5.0,48
2,3,1,1,34,3.0,4,0,0,48,0,3.0,48
3,2,1,1,29,3.0,1,0,0,60,0,3.0,60
5,3,1,1,57,2.0,27,0,0,74,0,2.0,74
5,3,0,1,33,3.0,3,1,0,74,0,4.0,74
5,2,1,1,48,5.0,7,1,0,75,0,6.0,75
0,3,0,1,32,4.0,4,0,0,82,0,4.0,82
0,2,1,1,30,4.0,3,0,0,83,0,4.0,83
0,3,1,1,33,5.0,2,1,0,82,0,6.0,82
5,3,1,2,46,4.0,5,1,0,70,0,5.0,140
2,2,0,1,27,5.0,4,0,0,49,0,5.0,49
4,2,0,1,55,3.0,13,0,0,52,0,3.0,52
0,3,1,1,38,4.0,10,0,0,80,0,4.0,80
7,2,1,3,26,1.0,4,0,0,52,0,1.0,156
4,2,1,2,36,5.0,6,1,0,56,0,6.0,112
8,2,0,1,34,1.0,7,0,0,80,0,1.0,80
4,3,0,2,38,3.0,12,1,0,87,1,4.0,174
4,2,1,1,31,5.0,3,0,0,58,0,5.0,58
5,2,1,1,40,4.0,9,1,0,69,0,5.0,69
5,2,0,1,32,3.0,5,1,0,65,0,4.0,65
4,3,0,1,35,5.0,8,1,0,60,1,6.0,60
8,2,1,2,29,3.0,4,0,0,82,0,3.0,164
5,3,0,1,38,5.0,7,1,0,65,0,6.0,65
2,2,0,1,44,5.0,12,1,0,49,0,6.0,49
4,2,0,1,41,3.0,11,0,0,60,0,3.0,60
7,3,0,1,42,4.0,8,0,0,50,0,4.0,50
7,2,0,1,33,3.0,5,0,0,51,0,3.0,51
5,2,1,1,40,4.0,17,0,0,70,0,4.0,70
8,2,1,1,26,3.0,2,0,0,80,0,3.0,80
7,2,0,1,36,3.0,3,0,0,46,0,3.0,46
4,2,1,1,25,4.0,2,0,0,56,0,4.0,56
4,2,1,1,35,3.0,2,0,0,60,0,3.0,60
5,3,0,1,37,4.0,4,1,1,67,0,6.0,67
0,2,0,1,31,4.0,7,0,0,85,0,4.0,85
8,2,1,1,33,2.0,6,0,0,79,0,2.0,79
5,3,0,2,45,2.0,15,0,0,70,0,2.0,140
7,3,0,1,56,2.0,5,0,0,46,0,2.0,46
0,3,1,2,36,3.0,6,1,0,84,0,4.0,168
5,3,0,1,50,3.0,7,1,0,71,0,4.0,71
7,2,0,1,27,3.0,1,0,0,51,0,3.0,51
5,2,0,1,34,4.0,10,1,0,68,0,5.0,68
7,2,1,3,28,3.0,4,0,0,51,0,3.0,153
5,2,1,2,37,3.0,10,0,0,72,0,3.0,144
5,2,1,4,29,1.0,6,0,0,72,0,1.0,288
4,2,1,1,45,3.0,5,0,0,58,0,3.0,58
4,3,1,1,35,3.0,3,1,0,61,0,4.0,61
8,3,0,1,34,3.0,8,0,0,84,0,3.0,84
4,2,1,1,32,5.0,7,1,0,58,1,6.0,58
8,3,0,1,36,4.0,3,0,0,79,0,4.0,79
8,2,1,2,31,4.0,5,1,0,79,0,5.0,158
4,3,1,1,34,1.0,3,0,0,60,0,1.0,60
7,3,1,1,35,4.0,6,0,0,50,0,4.0,50
2,3,0,1,33,5.0,8,0,0,51,0,5.0,51
7,2,1,1,35,4.0,7,1,0,50,0,5.0,50
2,2,0,1,48,5.0,12,0,0,48,0,5.0,48
1,2,0,1,24,3.0,1,1,0,58,0,4.0,58
6,2,1,2,26,5.0,3,0,0,86,0,5.0,172
6,3,1,1,46,5.0,2,1,0,89,0,6.0,89
5,2,0,2,28,3.0,4,0,0,71,0,3.0,142
7,2,1,1,33,4.0,7,0,0,46,0,4.0,46
8,2,0,1,27,4.0,2,1,0,76,0,5.0,76
7,2,1,1,25,3.0,3,1,0,48,1,4.0,48
1,2,0,1,32,3.0,7,0,0,56,0,3.0,56
0,2,1,1,27,3.0,1,0,0,88,0,3.0,88
5,2,0,1,29,4.0,3,1,0,71,0,5.0,71
4,3,1,1,34,3.0,5,0,0,55,0,3.0,55
7,2,1,2,29,3.0,7,0,0,46,0,3.0,92
7,2,1,1,33,5.0,8,1,0,51,0,6.0,51
7,2,1,1,27,5.0,1,1,0,48,0,6.0,48
8,2,1,1,29,3.0,2,0,0,81,0,3.0,81
1,2,0,1,37,3.0,8,0,0,60,0,3.0,60
4,2,0,1,39,5.0,8,1,0,57,1,6.0,57
7,2,1,1,57,2.0,25,0,0,54,0,2.0,54
7,2,1,1,30,4.0,5,1,0,65,1,5.0,65
7,3,1,2,32,3.0,10,0,0,50,0,3.0,100
4,2,1,2,32,1.0,3,0,0,60,0,1.0,120
5,3,1,1,42,3.0,13,0,0,67,0,3.0,67
2,2,0,1,28,1.0,2,0,0,48,0,1.0,48
7,3,1,1,36,4.0,3,1,0,65,1,5.0,65
7,3,1,1,44,3.0,7,1,0,53,0,4.0,53
7,3,1,1,41,3.0,11,1,0,51,0,4.0,51
4,3,1,1,53,3.0,5,0,0,64,0,3.0,64
7,2,1,1,25,5.0,2,1,0,52,0,6.0,52
7,2,1,1,32,2.0,8,1,0,48,0,3.0,48
4,3,1,1,33,3.0,7,1,0,56,0,4.0,56
7,2,1,2,33,4.0,7,0,0,46,0,4.0,92
8,2,1,1,38,3.0,5,0,0,81,0,3.0,81
8,3,0,2,40,3.0,10,0,0,81,0,3.0,162
0,3,1,1,39,5.0,11,1,0,84,0,6.0,84
4,2,1,1,26,4.0,5,0,0,59,0,4.0,59
4,2,1,1,43,5.0,5,1,0,59,0,6.0,59
4,2,1,1,29,2.0,6,0,0,61,0,2.0,61
5,3,1,1,35,5.0,5,1,0,68,0,6.0,68
7,2,1,1,53,3.0,3,1,0,47,0,4.0,47
7,2,1,1,53,1.0,5,0,0,49,0,1.0,49
5,3,1,2,37,3.0,5,1,0,68,0,4.0,136
4,2,1,1,36,3.0,12,0,0,70,1,3.0,70
5,2,0,1,25,3.0,1,0,0,71,0,3.0,71
7,2,1,2,27,2.0,2,0,0,53,0,2.0,106
4,2,1,1,47,5.0,15,0,0,60,0,5.0,60
7,3,0,1,44,2.0,5,0,0,42,0,2.0,42
4,2,0,1,43,4.0,12,1,0,51,0,5.0,51
4,2,1,1,26,3.0,1,0,0,56,0,3.0,56
0,3,1,2,31,5.0,5,1,0,88,0,6.0,176
0,3,1,1,32,5.0,3,0,0,86,0,5.0,86
7,2,1,1,42,3.0,3,1,0,52,0,4.0,52
4,2,1,1,29,3.0,2,0,0,59,0,3.0,59
1,2,1,1,29,5.0,6,0,0,57,0,5.0,57
8,2,0,1,29,3.0,1,0,0,81,0,3.0,81
5,2,1,3,26,3.0,1,0,0,67,0,3.0,201
7,2,1,2,25,3.0,1,0,0,49,0,3.0,98
7,2,1,1,34,1.0,3,0,0,47,0,1.0,47
7,2,1,3,27,3.0,5,1,0,51,0,4.0,153
7,2,1,2,50,5.0,18,0,0,49,0,5.0,98
7,3,0,1,41,5.0,7,1,0,48,0,6.0,48
4,3,0,1,39,3.0,2,0,0,62,0,3.0,62
0,2,1,1,35,5.0,3,1,0,91,0,6.0,91
7,3,1,1,44,3.0,5,0,0,45,0,3.0,45
5,2,0,1,31,3.0,5,0,0,67,0,3.0,67
4,2,1,1,25,2.0,3,0,0,64,0,2.0,64
5,3,1,1,41,4.0,11,0,0,67,0,4.0,67
1,2,0,1,26,3.0,1,0,0,58,0,3.0,58
0,2,1,2,25,3.0,3,1,0,84,0,4.0,168
4,2,0,1,30,4.0,7,1,0,61,0,5.0,61
4,2,0,1,32,5.0,3,1,0,61,0,6.0,61
8,2,1,1,27,3.0,5,0,0,77,0,3.0,77
8,2,0,1,30,3.0,2,1,0,77,1,4.0,77
0,3,1,1,39,3.0,6,1,0,84,0,4.0,84
0,2,1,3,30,3.0,4,0,0,85,0,3.0,255
4,2,0,1,40,4.0,7,0,0,61,0,4.0,61
7,2,1,1,29,5.0,5,0,0,50,0,5.0,50
7,2,1,1,27,4.0,2,0,0,50,0,4.0,50
4,2,0,1,40,5.0,7,0,0,61,0,5.0,61
7,2,1,1,31,3.0,4,1,0,47,0,4.0,47
4,3,0,1,42,4.0,5,0,0,64,0,4.0,64
7,2,1,2,53,2.0,10,0,0,48,0,2.0,96
8,3,0,1,36,4.0,4,1,0,79,0,5.0,79
6,3,1,1,28,3.0,1,1,0,85,1,4.0,85
8,3,1,1,44,3.0,7,0,0,81,0,3.0,81
7,2,1,2,32,5.0,8,0,0,51,0,5.0,102
0,2,1,1,36,3.0,8,1,0,81,0,4.0,81
8,2,0,1,33,3.0,3,0,0,85,0,3.0,85
8,2,0,1,28,3.0,1,1,0,82,0,4.0,82
5,2,1,2,28,3.0,1,0,0,69,0,3.0,138
0,3,1,1,35,3.0,9,0,0,83,0,3.0,83
8,2,1,1,31,5.0,5,0,0,83,0,5.0,83
7,2,1,1,31,1.0,4,0,0,49,0,1.0,49
5,2,0,1,29,3.0,1,1,0,70,0,4.0,70
4,3,0,1,40,5.0,5,0,0,59,0,5.0,59
8,2,0,1,29,3.0,3,0,0,82,0,3.0,82
8,2,1,3,30,3.0,6,0,0,82,0,3.0,246
7,2,1,1,32,5.0,7,0,0,47,0,5.0,47
3,2,1,1,32,3.0,4,0,0,57,0,3.0,57
0,2,1,1,30,5.0,4,1,0,82,1,6.0,82
4,2,1,1,47,3.0,20,0,0,61,0,3.0,61
7,2,1,2,41,3.0,14,0,0,46,0,3.0,92
5,3,0,1,35,5.0,9,1,0,71,0,6.0,71
4,2,1,1,37,5.0,9,1,0,60,0,6.0,60
7,2,1,1,37,3.0,2,0,0,55,0,3.0,55
4,3,0,1,35,5.0,4,0,0,59,0,5.0,59
0,2,1,1,32,1.0,6,1,0,88,0,2.0,88
1,2,1,2,31,4.0,2,0,0,59,0,4.0,118
7,2,1,1,27,2.0,2,0,0,52,0,2.0,52
4,2,0,1,34,5.0,6,0,0,74,1,5.0,74
4,2,1,1,35,5.0,4,0,0,60,0,5.0,60
7,3,1,1,36,5.0,8,0,0,46,0,5.0,46
4,3,0,1,44,4.0,13,1,0,59,0,5.0,59
1,2,0,1,26,3.0,2,0,0,64,0,3.0,64
0,3,1,1,35,3.0,7,0,0,84,0,3.0,84
0,2,0,2,28,5.0,5,1,0,81,0,6.0,162
0,2,1,1,38,1.0,9,0,0,85,0,1.0,85
8,3,0,1,49,3.0,18,0,0,82,0,3.0,82
4,3,1,1,44,4.0,16,1,0,89,1,5.0,89
2,1,1,1,20,3.0,1,0,0,50,0,3.0,50
1,2,1,1,38,3.0,10,0,0,63,0,3.0,63
7,2,1,1,56,5.0,5,1,0,51,0,6.0,51
7,2,1,1,41,2.0,12,0,0,51,0,2.0,51
5,2,1,1,52,3.0,20,0,0,68,0,3.0,68
4,3,1,1,54,4.0,14,0,0,59,0,4.0,59
7,2,1,1,23,1.0,2,0,0,49,0,1.0,49
5,2,1,3,36,2.0,4,1,0,66,0,3.0,198
2,3,1,1,42,5.0,4,0,0,63,1,5.0,63
4,2,1,1,26,3.0,1,1,0,62,0,4.0,62
4,3,1,1,34,5.0,6,0,0,61,0,5.0,61
5,3,1,1,55,3.0,7,0,0,67,0,3.0,67
5,2,0,1,34,3.0,10,0,0,70,0,3.0,70
7,2,0,1,33,3.0,3,0,0,50,0,3.0,50
5,3,1,1,34,4.0,5,0,0,71,0,4.0,71
7,2,1,1,34,3.0,10,1,0,51,0,4.0,51
7,2,0,1,28,3.0,1,0,0,53,0,3.0,53
5,1,1,1,26,3.0,4,0,0,67,0,3.0,67
4,2,1,1,36,2.0,3,0,0,59,0,2.0,59
